"Name","K","Kin","Kout","TypeI","TypeII","Type"
"GNAZ",8,6,2,0,1,"coding"
"SLC9A3R2",32,27,5,0,1,"coding"
"RGS2",29,13,16,0,1,"coding"
"GNAI2",63,59,4,0,1,"coding"
"YWHAZ",181,141,40,0,1,"coding"
"GNAO1",17,13,4,0,1,"coding"
"ADRB2",24,16,8,0,1,"coding"
"ARRB1",53,45,8,0,1,"coding"
"GNA11",26,21,5,0,1,"coding"
"GPRASP1",25,9,16,0,1,"coding"
"GRK5",39,31,8,0,1,"coding"
"SLC9A3R1",37,24,13,0,1,"coding"
"SRC",51,30,21,0,1,"coding"
"GIT1",51,41,10,0,1,"coding"
"PRKCB",59,47,12,0,1,"coding"
"PRKCE",44,37,7,0,1,"coding"
"ATXN1L",85,76,9,0,1,"coding"
"MLLT1",60,56,4,0,1,"coding"
"SGSM2",33,28,5,0,1,"coding"
"UBE3A",56,52,4,0,1,"coding"
"CCDC85B",72,59,13,0,1,"coding"
"AGTR1",10,7,3,0,1,"coding"
"ARNT",56,31,25,0,1,"coding"
"EP300",163,142,21,0,1,"coding"
"NCOA1",113,74,39,0,1,"coding"
"NCOA2",71,58,13,0,1,"coding"
"SMARCA4",47,26,21,0,1,"coding"
"AIP",17,16,1,0,1,"coding"
"PRKAR2A",66,60,6,0,1,"coding"
"AKAP10",44,39,5,0,1,"coding"
"PRKAR1A",69,55,14,0,1,"coding"
"GSK3B",132,99,33,0,1,"coding"
"YWHAB",104,83,21,0,1,"coding"
"IQGAP1",52,44,8,0,1,"coding"
"KPNB1",87,74,13,0,1,"coding"
"PRPF40A",75,60,15,0,1,"coding"
"AKAP9",43,39,4,0,1,"coding"
"PKN1",18,16,2,0,1,"coding"
"AKT1",61,45,16,0,1,"coding"
"BAD",20,10,10,0,1,"coding"
"CHUK",49,35,14,0,1,"coding"
"TSC2",22,20,2,0,1,"coding"
"BCL2A1",6,4,2,0,1,"coding"
"HSP90AA1",107,85,22,0,1,"coding"
"IGSF21",9,6,3,0,1,"coding"
"XRN1",62,56,6,0,1,"coding"
"JAK3",35,19,16,0,1,"coding"
"PLCG1",77,53,24,0,1,"coding"
"PTN",32,12,20,0,1,"coding"
"PTPRZ1",15,11,4,0,1,"coding"
"CRMP1",39,26,13,0,1,"coding"
"TOM1L1",11,5,6,0,1,"coding"
"AMOTL2",63,61,2,0,1,"coding"
"DNM1",22,18,4,0,1,"coding"
"CSNK2B",59,25,34,0,1,"coding"
"TEK",19,10,9,0,1,"coding"
"NFASC",23,22,1,0,1,"coding"
"ANK2",28,27,1,0,1,"coding"
"SPTBN1",60,56,4,0,1,"coding"
"ANK3",36,34,2,0,1,"coding"
"HDAC4",53,50,3,0,1,"coding"
"LRP2",23,14,9,0,1,"coding"
"ANXA1",19,12,7,0,1,"coding"
"COPS6",53,35,18,0,1,"coding"
"TGM2",22,17,5,0,1,"coding"
"UNC119",45,24,21,0,1,"coding"
"ANXA11",39,38,1,0,1,"coding"
"S100A6",5,4,1,0,1,"coding"
"MED31",22,19,3,0,1,"coding"
"RBBP4",65,59,6,0,1,"coding"
"AP1M1",27,20,7,0,1,"coding"
"AP2B1",60,50,10,0,1,"coding"
"AP2A1",33,27,6,0,1,"coding"
"HTT",63,51,12,0,1,"coding"
"AP2M1",32,29,3,0,1,"coding"
"MEGF10",3,2,1,0,1,"coding"
"AP3B1",41,38,3,0,1,"coding"
"CLTC",103,89,14,0,1,"coding"
"ARF1",58,51,7,0,1,"coding"
"TGOLN2",78,75,3,0,1,"coding"
"CASP3",91,55,36,0,1,"coding"
"HSPA1A",46,37,9,0,1,"coding"
"APP",105,83,22,0,1,"coding"
"STXBP1",17,14,3,0,1,"coding"
"SIAH1",20,18,2,0,1,"coding"
"PCNA",79,70,9,0,1,"coding"
"UBE2I",71,61,10,0,1,"coding"
"APOA1",9,5,4,0,1,"coding"
"MAPK6",122,93,29,0,1,"coding"
"KPNA2",79,75,4,0,1,"coding"
"LRP1",54,41,13,0,1,"coding"
"COL4A2",41,38,3,0,1,"coding"
"HSPG2",35,30,5,0,1,"coding"
"PSEN2",16,10,6,0,1,"coding"
"SHC1",51,37,14,0,1,"coding"
"SNCA",25,15,10,0,1,"coding"
"APPBP2",47,45,2,0,1,"coding"
"EFEMP2",25,20,5,0,1,"coding"
"CCND1",174,167,7,0,1,"coding"
"CDC37",45,40,5,0,1,"coding"
"CREBBP",300,84,216,0,1,"coding"
"GTF2H1",28,26,2,0,1,"coding"
"KAT2B",57,51,6,0,1,"coding"
"NCOR2",95,55,40,0,1,"coding"
"SMAD1",200,31,169,0,1,"coding"
"SMAD3",176,47,129,0,1,"coding"
"ARPC3",24,23,1,0,1,"coding"
"ARRB2",37,23,14,0,1,"coding"
"HSP90AB1",47,46,1,0,1,"coding"
"ITPR1",48,41,7,0,1,"coding"
"PIK3R1",144,97,47,0,1,"coding"
"RASA1",69,50,19,0,1,"coding"
"RHOA",68,53,15,0,1,"coding"
"TUBA4A",19,11,8,0,1,"coding"
"SMURF2",73,57,16,0,1,"coding"
"ARHGDIA",60,58,2,0,1,"coding"
"CBX5",137,132,5,0,1,"coding"
"VAV1",38,29,9,0,1,"coding"
"GNA13",58,49,9,0,1,"coding"
"ARHGEF12",51,45,6,0,1,"coding"
"ARHGEF7",31,26,5,0,1,"coding"
"CBLB",48,40,8,0,1,"coding"
"SMARCE1",24,22,2,0,1,"coding"
"E2F1",656,65,591,0,1,"coding"
"SIN3A",59,53,6,0,1,"coding"
"GAPDH",68,52,16,0,1,"coding"
"UBR1",38,28,10,0,1,"coding"
"ATP5J2",10,8,2,0,1,"coding"
"WAS",25,12,13,0,1,"coding"
"RNF130",7,6,1,0,1,"coding"
"MDM2",156,145,11,0,1,"coding"
"FLNA",66,56,10,0,1,"coding"
"HIPK3",108,102,6,0,1,"coding"
"MAPK1",170,144,26,0,1,"coding"
"HCK",38,26,12,0,1,"coding"
"SH3KBP1",47,43,4,0,1,"coding"
"BIN1",15,11,4,0,1,"coding"
"TBC1D17",16,15,1,0,1,"coding"
"ASF1A",35,34,1,0,1,"coding"
"ASGR1",17,15,2,0,1,"coding"
"DHFR",12,11,1,0,1,"coding"
"PFDN1",13,8,5,0,1,"coding"
"CREB1",437,89,348,0,1,"coding"
"GABPB1",80,74,6,0,1,"coding"
"SPI1",366,19,347,0,1,"coding"
"BATF3",6,5,1,0,1,"coding"
"JUN",385,61,324,0,1,"coding"
"DDIT3",20,13,7,0,1,"coding"
"NFE2L1",59,58,1,0,1,"coding"
"NFE2L2",89,28,61,0,1,"coding"
"CDC34",21,20,1,0,1,"coding"
"DISC1",38,37,1,0,1,"coding"
"LUC7L2",47,39,8,0,1,"coding"
"SETDB1",34,29,5,0,1,"coding"
"EIF4EBP1",50,47,3,0,1,"coding"
"STK11",42,37,5,0,1,"coding"
"TOPBP1",25,22,3,0,1,"coding"
"WRN",25,22,3,0,1,"coding"
"XRCC5",49,43,6,0,1,"coding"
"ATN1",46,31,15,0,1,"coding"
"DMPK",29,26,3,0,1,"coding"
"EWSR1",43,25,18,0,1,"coding"
"RASSF1",19,13,6,0,1,"coding"
"ATP5C1",20,18,2,0,1,"coding"
"CDK4",93,83,10,0,1,"coding"
"ATR",20,15,5,0,1,"coding"
"EZH2",339,38,301,0,1,"coding"
"ATXN1",173,149,24,0,1,"coding"
"ATXN2",40,37,3,0,1,"coding"
"CDK6",150,148,2,0,1,"coding"
"DAZAP2",104,98,6,0,1,"coding"
"RAD23A",24,18,6,0,1,"coding"
"ITGA2B",3,2,1,0,1,"coding"
"RNF11",104,85,19,0,1,"coding"
"AURKA",61,56,5,0,1,"coding"
"CDC20",23,20,3,0,1,"coding"
"NME1",22,18,4,0,1,"coding"
"PPP1CA",37,31,6,0,1,"coding"
"PPP1CC",67,66,1,0,1,"coding"
"AVPR1A",16,14,2,0,1,"coding"
"AXIN1",33,19,14,0,1,"coding"
"JUP",22,19,3,0,1,"coding"
"CBL",101,74,27,0,1,"coding"
"IL2RG",11,8,3,0,1,"coding"
"LCK",68,36,32,0,1,"coding"
"SOCS1",54,43,11,0,1,"coding"
"B2M",32,31,1,0,1,"coding"
"BACH1",147,104,43,0,1,"coding"
"BCL2L1",59,51,8,0,1,"coding"
"MAPK8",83,76,7,0,1,"coding"
"RPS6KA1",30,29,1,0,1,"coding"
"YWHAQ",83,71,12,0,1,"coding"
"BCL2",97,84,13,0,1,"coding"
"BAHD1",68,67,1,0,1,"coding"
"DLG4",51,25,26,0,1,"coding"
"PHYHIP",44,37,7,0,1,"coding"
"BAIAP2",14,10,4,0,1,"coding"
"CREB3L3",3,2,1,0,1,"coding"
"BID",41,34,7,0,1,"coding"
"MAP3K7",58,50,8,0,1,"coding"
"BCAR1",40,33,7,0,1,"coding"
"CD2AP",87,84,3,0,1,"coding"
"TRIP6",20,13,7,0,1,"coding"
"FAM46A",43,41,2,0,1,"coding"
"BCL10",30,22,8,0,1,"coding"
"IKBKG",49,44,5,0,1,"coding"
"CYCS",83,82,1,0,1,"coding"
"PPP2CA",84,75,9,0,1,"coding"
"FOS",431,62,369,0,1,"coding"
"NFKB2",80,11,69,0,1,"coding"
"RUNX1T1",285,109,176,0,1,"coding"
"ERCC3",14,13,1,0,1,"coding"
"PTPN11",86,52,34,0,1,"coding"
"BMP4",12,8,4,0,1,"coding"
"BICD2",47,45,2,0,1,"coding"
"NEK9",85,84,1,0,1,"coding"
"RAB6A",12,11,1,0,1,"coding"
"DNM2",42,38,4,0,1,"coding"
"BIRC2",25,15,10,0,1,"coding"
"DIABLO",24,21,3,0,1,"coding"
"UBB",44,33,11,0,1,"coding"
"BLK",3,2,1,0,1,"coding"
"SUMO2",47,41,6,0,1,"coding"
"BLNK",15,12,3,0,1,"coding"
"RING1",14,11,3,0,1,"coding"
"RNF2",38,35,3,0,1,"coding"
"COL1A1",69,56,13,0,1,"coding"
"BMPR2",105,94,11,0,1,"coding"
"ROBO2",41,33,8,0,1,"coding"
"BRCA2",18,14,4,0,1,"coding"
"CDK2",98,90,8,0,1,"coding"
"CDK7",12,10,2,0,1,"coding"
"KPNA1",80,77,3,0,1,"coding"
"NFYA",214,44,170,0,1,"coding"
"RFC1",25,23,2,0,1,"coding"
"BRMS1",9,5,4,0,1,"coding"
"EGFR",133,90,43,0,1,"coding"
"BTK",46,9,37,0,1,"coding"
"KIT",63,37,26,0,1,"coding"
"LYN",99,64,35,0,1,"coding"
"MYD88",25,20,5,0,1,"coding"
"PLCG2",75,60,15,0,1,"coding"
"PRKCQ",15,9,6,0,1,"coding"
"PRKCZ",30,14,16,0,1,"coding"
"SYK",54,24,30,0,1,"coding"
"BTRC",74,63,11,0,1,"coding"
"SKP1",54,50,4,0,1,"coding"
"SUFU",34,33,1,0,1,"coding"
"BUB1",48,44,4,0,1,"coding"
"PLK1",57,38,19,0,1,"coding"
"BUB1B",12,10,2,0,1,"coding"
"EHMT2",16,15,1,0,1,"coding"
"C11orf58",39,33,6,0,1,"coding"
"EEF1G",34,18,16,0,1,"coding"
"KIAA1377",47,20,27,0,1,"coding"
"RPLP1",43,36,7,0,1,"coding"
"C14orf1",34,29,5,0,1,"coding"
"TSNAX",24,22,2,0,1,"coding"
"DCN",23,15,8,0,1,"coding"
"UBQLN4",48,29,19,0,1,"coding"
"CTSG",15,7,8,0,1,"coding"
"CEP70",18,13,5,0,1,"coding"
"C8orf33",44,41,3,0,1,"coding"
"FEZ1",17,6,11,0,1,"coding"
"IMMT",32,22,10,0,1,"coding"
"CCNE1",45,39,6,0,1,"coding"
"MPP3",6,5,1,0,1,"coding"
"CALCOCO2",40,34,6,0,1,"coding"
"GPRASP2",23,12,11,0,1,"coding"
"PLAT",24,22,2,0,1,"coding"
"THBS1",110,100,10,0,1,"coding"
"TRAF6",69,42,27,0,1,"coding"
"CAMLG",34,30,4,0,1,"coding"
"KCNA3",9,7,2,0,1,"coding"
"RYR1",9,5,4,0,1,"coding"
"EBI3",14,13,1,0,1,"coding"
"CAPNS1",22,17,5,0,1,"coding"
"CAPRIN1",68,67,1,0,1,"coding"
"RPP14",42,40,2,0,1,"coding"
"TRAF1",62,48,14,0,1,"coding"
"CASK",46,36,10,0,1,"coding"
"EPB41",64,47,17,0,1,"coding"
"PRKD2",23,20,3,0,1,"coding"
"CASP1",16,9,7,0,1,"coding"
"PLA2G4A",36,30,6,0,1,"coding"
"CASP8",49,32,17,0,1,"coding"
"EIF2AK2",60,47,13,0,1,"coding"
"ROCK1",58,54,4,0,1,"coding"
"TOP1",30,28,2,0,1,"coding"
"CASP4",14,8,6,0,1,"coding"
"RIPK1",10,7,3,0,1,"coding"
"RYBP",100,97,3,0,1,"coding"
"HRAS",48,25,23,0,1,"coding"
"ILK",34,27,7,0,1,"coding"
"IRS1",80,67,13,0,1,"coding"
"PTEN",100,97,3,0,1,"coding"
"STRN4",29,24,5,0,1,"coding"
"CD5",18,14,4,0,1,"coding"
"INSR",75,50,25,0,1,"coding"
"ITCH",31,29,2,0,1,"coding"
"KRT18",23,18,5,0,1,"coding"
"PIK3R2",19,14,5,0,1,"coding"
"UBE2L3",16,14,2,0,1,"coding"
"TRIM24",42,34,8,0,1,"coding"
"CBX2",61,60,1,0,1,"coding"
"TAF4",36,30,6,0,1,"coding"
"MCM10",33,26,7,0,1,"coding"
"CCR5",37,29,8,0,1,"coding"
"MMP1",15,12,3,0,1,"coding"
"MMP3",14,11,3,0,1,"coding"
"VCAM1",35,32,3,0,1,"coding"
"CXCL13",9,7,2,0,1,"coding"
"CCR1",9,7,2,0,1,"coding"
"VCAN",73,61,12,0,1,"coding"
"CCL21",6,4,2,0,1,"coding"
"GOT2",26,22,4,0,1,"coding"
"DPP4",18,11,7,0,1,"coding"
"CCR3",12,6,6,0,1,"coding"
"IL8",20,19,1,0,1,"coding"
"SDC1",31,27,4,0,1,"coding"
"CDC25A",79,76,3,0,1,"coding"
"CDC25C",15,10,5,0,1,"coding"
"GADD45G",30,20,10,0,1,"coding"
"PTMA",59,44,15,0,1,"coding"
"JAK1",72,48,24,0,1,"coding"
"JAK2",61,35,26,0,1,"coding"
"CD4",54,40,14,0,1,"coding"
"CXCR4",26,16,10,0,1,"coding"
"PTK2B",40,23,17,0,1,"coding"
"SOD1",12,11,1,0,1,"coding"
"PAFAH1B2",90,88,2,0,1,"coding"
"RAP1B",68,66,2,0,1,"coding"
"ITGB2",28,9,19,0,1,"coding"
"ITGB1",90,64,26,0,1,"coding"
"CD79A",12,7,5,0,1,"coding"
"CD79B",9,5,4,0,1,"coding"
"CD2",12,8,4,0,1,"coding"
"PSTPIP1",10,9,1,0,1,"coding"
"CD244",10,8,2,0,1,"coding"
"LAT",20,10,10,0,1,"coding"
"CD247",19,6,13,0,1,"coding"
"CSK",35,28,7,0,1,"coding"
"TRAF3",32,29,3,0,1,"coding"
"CD28",40,28,12,0,1,"coding"
"GRAP2",60,50,10,0,1,"coding"
"PIK3CG",35,30,5,0,1,"coding"
"CD3E",18,13,5,0,1,"coding"
"IL16",19,14,5,0,1,"coding"
"PTK2",60,42,18,0,1,"coding"
"SIRPA",39,36,3,0,1,"coding"
"UBQLN1",44,36,8,0,1,"coding"
"CD48",11,7,4,0,1,"coding"
"IL2",9,8,1,0,1,"coding"
"SDCBP",48,42,6,0,1,"coding"
"VANGL1",70,67,3,0,1,"coding"
"COL4A3",30,24,6,0,1,"coding"
"MELK",63,62,1,0,1,"coding"
"SAFB",24,18,6,0,1,"coding"
"ITSN1",59,52,7,0,1,"coding"
"PRKCI",27,21,6,0,1,"coding"
"TNK2",32,31,1,0,1,"coding"
"CSE1L",56,54,2,0,1,"coding"
"CDH2",44,40,4,0,1,"coding"
"CDH5",36,30,6,0,1,"coding"
"CDK9",44,35,9,0,1,"coding"
"CDKN1B",74,69,5,0,1,"coding"
"PAX6",26,22,4,0,1,"coding"
"HDAC2",39,37,2,0,1,"coding"
"GATA2",220,17,203,0,1,"coding"
"MYB",322,27,295,0,1,"coding"
"SMARCC1",53,38,15,0,1,"coding"
"TAF9",22,16,6,0,1,"coding"
"GARS",38,37,1,0,1,"coding"
"SPTBN4",28,24,4,0,1,"coding"
"PIN1",56,40,16,0,1,"coding"
"SMN1",33,11,22,0,1,"coding"
"NEK2",12,9,3,0,1,"coding"
"LIMK1",30,29,1,0,1,"coding"
"DAXX",21,17,4,0,1,"coding"
"IKBKB",30,26,4,0,1,"coding"
"TRIM28",42,41,1,0,1,"coding"
"CHFR",18,15,3,0,1,"coding"
"PML",26,17,9,0,1,"coding"
"CHM",9,8,1,0,1,"coding"
"CHMP2A",10,8,2,0,1,"coding"
"CHMP4B",34,30,4,0,1,"coding"
"MAPK8IP2",30,22,8,0,1,"coding"
"CIB1",7,5,2,0,1,"coding"
"TYROBP",7,5,2,0,1,"coding"
"HGS",35,20,15,0,1,"coding"
"CNKSR1",6,4,2,0,1,"coding"
"CNOT7",35,33,2,0,1,"coding"
"GNAI1",43,31,12,0,1,"coding"
"MET",66,51,15,0,1,"coding"
"PTPRB",39,36,3,0,1,"coding"
"CNTNAP2",19,18,1,0,1,"coding"
"COL17A1",7,4,3,0,1,"coding"
"PPL",29,27,2,0,1,"coding"
"KDR",50,31,19,0,1,"coding"
"IGFBP3",43,36,7,0,1,"coding"
"COL2A1",17,12,5,0,1,"coding"
"COL3A1",34,30,4,0,1,"coding"
"PXN",46,33,13,0,1,"coding"
"XRN2",19,16,3,0,1,"coding"
"STX8",6,5,1,0,1,"coding"
"MAPK14",95,83,12,0,1,"coding"
"TRIM37",53,48,5,0,1,"coding"
"GPS1",19,14,5,0,1,"coding"
"POLA2",48,44,4,0,1,"coding"
"TAF11",25,21,4,0,1,"coding"
"NUDT21",42,34,8,0,1,"coding"
"WWP1",33,30,3,0,1,"coding"
"NFIL3",19,18,1,0,1,"coding"
"EBF1",304,43,261,0,1,"coding"
"ETS1",355,76,279,0,1,"coding"
"PROX1",61,51,10,0,1,"coding"
"SNIP1",50,47,3,0,1,"coding"
"UBTF",128,48,80,0,1,"coding"
"IRS2",44,39,5,0,1,"coding"
"EEF1D",44,40,4,0,1,"coding"
"EIF2S2",46,42,4,0,1,"coding"
"PER1",76,72,4,0,1,"coding"
"CSF1",36,33,3,0,1,"coding"
"INPP5D",16,8,8,0,1,"coding"
"CSF2",3,2,1,0,1,"coding"
"CSF2RB",20,10,10,0,1,"coding"
"FES",11,8,3,0,1,"coding"
"HNRNPK",53,44,9,0,1,"coding"
"CSNK1G2",19,18,1,0,1,"coding"
"HDAC3",16,13,3,0,1,"coding"
"PPP1R8",18,12,6,0,1,"coding"
"NAP1L4",25,23,2,0,1,"coding"
"ERCC8",11,9,2,0,1,"coding"
"LYST",27,24,3,0,1,"coding"
"CTBP2",25,24,1,0,1,"coding"
"CTCF",409,33,376,0,1,"coding"
"SNRNP70",24,21,3,0,1,"coding"
"CTGF",54,52,2,0,1,"coding"
"NOV",15,11,4,0,1,"coding"
"PPP2R5A",27,23,4,0,1,"coding"
"RUVBL1",15,14,1,0,1,"coding"
"ZFYVE9",31,27,4,0,1,"coding"
"FAM118B",14,13,1,0,1,"coding"
"CTTN",35,32,3,0,1,"coding"
"LGALS3",16,14,2,0,1,"coding"
"NCF4",6,5,1,0,1,"coding"
"FMR1",46,44,2,0,1,"coding"
"FXR2",31,27,4,0,1,"coding"
"TRIM23",41,35,6,0,1,"coding"
"DAG1",38,34,4,0,1,"coding"
"MCM3",41,35,6,0,1,"coding"
"MCM7",61,52,9,0,1,"coding"
"DDR2",41,38,3,0,1,"coding"
"GOLM1",26,25,1,0,1,"coding"
"HSPD1",46,41,5,0,1,"coding"
"PTCH1",30,29,1,0,1,"coding"
"ILF3",35,34,1,0,1,"coding"
"DLG1",37,15,22,0,1,"coding"
"MAPK12",10,5,5,0,1,"coding"
"DLG2",53,36,17,0,1,"coding"
"NOS1",22,16,6,0,1,"coding"
"KCNJ10",25,24,1,0,1,"coding"
"DLST",22,20,2,0,1,"coding"
"FLII",16,14,2,0,1,"coding"
"SOX8",15,10,5,0,1,"coding"
"RPS10",18,15,3,0,1,"coding"
"DNAJC3",38,35,3,0,1,"coding"
"HSPA1B",45,44,1,0,1,"coding"
"PSEN1",46,32,14,0,1,"coding"
"PPP2CB",21,20,1,0,1,"coding"
"KIAA1279",29,25,4,0,1,"coding"
"DPYSL2",47,46,1,0,1,"coding"
"DST",89,85,4,0,1,"coding"
"KRT5",7,4,3,0,1,"coding"
"MAPK11",9,8,1,0,1,"coding"
"DUSP23",13,8,5,0,1,"coding"
"PRPF3",6,4,2,0,1,"coding"
"PNN",27,22,5,0,1,"coding"
"DYNLL2",77,75,2,0,1,"coding"
"E2F6",379,39,340,0,1,"coding"
"TFDP1",40,36,4,0,1,"coding"
"TFDP2",68,65,3,0,1,"coding"
"E2F2",94,83,11,0,1,"coding"
"E2F3",224,116,108,0,1,"coding"
"ECH1",12,10,2,0,1,"coding"
"RHOG",25,22,3,0,1,"coding"
"EDA",6,5,1,0,1,"coding"
"EEF1A1",73,59,14,0,1,"coding"
"EXOSC4",19,9,10,0,1,"coding"
"GADD45A",30,23,7,0,1,"coding"
"EFNA1",45,44,1,0,1,"coding"
"EFNA3",28,27,1,0,1,"coding"
"PRSS23",29,24,5,0,1,"coding"
"EFNA4",7,6,1,0,1,"coding"
"MAP2K4",46,41,5,0,1,"coding"
"RGS3",14,12,2,0,1,"coding"
"HOMER1",34,26,8,0,1,"coding"
"PTPN13",24,21,3,0,1,"coding"
"PLSCR1",43,31,12,0,1,"coding"
"SNRPD2",19,11,8,0,1,"coding"
"TRIM27",27,25,2,0,1,"coding"
"EIF2B5",21,19,2,0,1,"coding"
"RPL6",8,7,1,0,1,"coding"
"NMI",14,13,1,0,1,"coding"
"TES",59,54,5,0,1,"coding"
"NUMA1",16,15,1,0,1,"coding"
"GNB2L1",40,36,4,0,1,"coding"
"GRAP",10,8,2,0,1,"coding"
"SYNCRIP",96,95,1,0,1,"coding"
"HOOK2",10,9,1,0,1,"coding"
"ERBB2",32,27,5,0,1,"coding"
"ERCC5",8,5,3,0,1,"coding"
"PIK3CB",53,45,8,0,1,"coding"
"THRA",84,79,5,0,1,"coding"
"PSMC5",21,19,2,0,1,"coding"
"ETF1",33,32,1,0,1,"coding"
"EXOSC10",11,8,3,0,1,"coding"
"RAB27A",42,36,6,0,1,"coding"
"S100P",5,4,1,0,1,"coding"
"F10",11,8,3,0,1,"coding"
"SGTA",16,11,5,0,1,"coding"
"F2R",40,33,7,0,1,"coding"
"ITGAV",47,38,9,0,1,"coding"
"F2RL2",29,26,3,0,1,"coding"
"RABAC1",44,33,11,0,1,"coding"
"RAP1A",46,36,10,0,1,"coding"
"TNFRSF1A",35,19,16,0,1,"coding"
"FCER1G",10,5,5,0,1,"coding"
"FCGR1A",5,2,3,0,1,"coding"
"ZAP70",30,5,25,0,1,"coding"
"FGF1",44,40,4,0,1,"coding"
"FGFR1",48,44,4,0,1,"coding"
"RPS6KA3",117,106,11,0,1,"coding"
"FGFR3",21,12,9,0,1,"coding"
"FIGF",5,3,2,0,1,"coding"
"GATA1",378,5,373,0,1,"coding"
"TTN",12,8,4,0,1,"coding"
"FLNB",29,26,3,0,1,"coding"
"FLOT2",25,24,1,0,1,"coding"
"VHL",49,43,6,0,1,"coding"
"FOXA2",124,2,122,0,1,"coding"
"PPARG",174,22,152,0,1,"coding"
"NR1H3",59,10,49,0,1,"coding"
"MPHOSPH6",14,11,3,0,1,"coding"
"TAF10",24,14,10,0,1,"coding"
"GIPC1",32,24,8,0,1,"coding"
"RYK",21,20,1,0,1,"coding"
"MAP3K3",64,61,3,0,1,"coding"
"GABARAP",15,11,4,0,1,"coding"
"SH3GL3",10,1,9,0,1,"coding"
"PPP3CA",43,37,6,0,1,"coding"
"GNAQ",64,54,10,0,1,"coding"
"IARS",27,26,1,0,1,"coding"
"MBD3",418,41,377,0,1,"coding"
"GDI2",31,30,1,0,1,"coding"
"NCAM1",26,22,4,0,1,"coding"
"PDLIM7",18,15,3,0,1,"coding"
"RET",30,18,12,0,1,"coding"
"GGA1",39,35,4,0,1,"coding"
"GGA2",48,41,7,0,1,"coding"
"GHRL",3,1,2,0,1,"coding"
